duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
0.9385361799537182,2,2,3,169.7013463645836,764.234258697635,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.16352123259124773,0.007031717482741798,0.0479716597395548,0.02574080133653881,0.7392495016882897,0.27070701029072214,0.029645425074843197,6,13,0.9285553373518538,0.5387842116808262,0.06921313754942844,0.13790420323986144,0.20416544748060467,0.01892955160747917,0.030960497103125047,0.04474900340758151,0
6.020242861835042,1,9,1,3472.605622678389,133.56914381753674,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0.08648195059973518,0.1164719605122152,0.02786017640679051,0.011042718755283785,0.6981325477218611,0.06748449654347474,0.03485832527690249,12,5,0.8463849949516515,0.3132426609527415,0.3036140725513411,0.03301022739363315,0.05113236062248084,0.009553230201167993,0.011549469591702237,0.01251750143889821,2
2.6334913870908987,0,1,3,1118.4859093467735,534.6767767350876,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.4309593394431092,0.2128580728537751,0.046505181025551526,0.007638166659386734,0.8440946482221124,0.2236207945504296,0.08184099926695318,9,8,0.7186391312629563,0.11319252695343399,0.33895880597381417,0.12157309335368408,0.008340867376915315,0.09569437736653823,0.05923004226860376,0.00798270829975889,2
1.8258851075519065,1,9,3,43.50349048089535,1157.782959740487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.37783026905534467,0.24730593922367028,0.012343517232416779,0.07773916133650989,0.8501314294750887,0.11314017786469818,0.015770997864623472,9,10,0.8806854199356153,0.14277270695193162,0.18340014699269958,0.07464034437648336,0.06553554095505548,0.0009537283114445981,0.06186344605217395,0.07130548970926599,1
0.33924974092469257,2,2,4,147.08483271009396,824.7894516009596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,4,0.17629706116220611,0.05443706498843988,0.06126882611072995,0.01765305998820626,0.8384233587850997,0.11565276831970275,0.008148412990689958,9,6,0.7465622737479335,0.18742043593328492,0.04891954726149747,0.002351674617274877,0.014840564720575487,0.0032989711018702544,0.07695101285032596,0.007304280917183302,1
0.33919258382921036,2,7,1,665.1431107566488,1732.0941808958737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3,0.008663133469815515,0.04775558168169229,0.054503052364585525,0.10478477498682298,0.5256720076635562,0.030203215942980303,0.0672380826197802,8,8,0.7934056142657595,0.030657394170454114,0.11444880761488715,0.01042214085027168,0.06418364919581009,0.0035888943779124488,0.030572673502436292,0.017003462319888637,0
0.11967753721736135,2,7,2,232.97775433053982,1108.9807596403855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.04640776973486762,0.05287689749013564,0.0556090962151082,0.026518427967731305,0.7045781226772745,0.05303123448965872,0.05231758065058281,11,7,0.901440252546107,0.14537932642537402,0.08223453237478716,0.1425407432528976,0.017271783738013795,0.04983219444368167,0.07409246414257328,0.02628901037923838,0
4.022461728959879,2,1,1,1627.9022591274716,50.87492675586215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,3,0.11478858547815485,0.17264213153118102,0.02816630528764156,0.010323500104157175,0.5702163940953988,0.049403194432574904,0.04012470848748571,7,7,0.8379248907082602,0.1027341956996481,0.09724155919684609,0.060869076505729924,0.038448623832440264,0.02639480124966207,0.10006901983446019,0.007126217189624383,0
1.838164307254529,1,1,3,851.4798671286701,95.48880831747734,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,6,0.013506560475884976,0.2958411665727144,0.0032581551829600026,0.05624330380812209,0.8620487078098757,0.09175756384077574,0.2990639120147591,17,6,0.9245041776429437,0.018753103130829094,0.15813195576741051,0.044048432440885,0.04431105176424153,0.08051170791648066,0.01661243947669831,0.08687809206353882,2
2.4625001234091806,0,1,0,948.380669796086,839.2835029029868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0.27216665326158673,0.019819823387938376,0.21737562580520917,0.04702576619968088,0.5888485113177709,0.07071755604773869,0.04466305202462492,13,4,0.4376980959719595,0.006952280642328806,0.2591358488506982,0.000573231821672547,0.006228779292764935,0.061296552123114176,0.030866319215339073,0.09296595300741109,0
